name,country,date,review_score,review_header,review_body
pmulvey,IE,"Sep 2, 2025",1,Pathetic Customer Care Policy,"Support Ticket: CS11422741 (The printout of this ticket runs to 29 pages) On Fri. 8th Aug 2025 OVH issued an email offering me a free upgrade on my VPS. I immediately clicked on the link but it didn’t work so I assumed that I probably had to do a manual upgrade to the next higher plan myself for free. When a charge was levied I realised that this offer was not right. OVH sent a follow-up ERRATUM email a few hours later with the correct link. I raised this support ticket and the OVH response is simple. As a goodwill gesture they will refund my fee for the upgrade but since it is “technically” not possible to eliminate the charge at the next renewal I will incur that extra charge. The goodwill gesture identifies the mistake as mine despite the fact that I was misled by OVH. Today, 2nd Sept I sent an email asking that someone call me as I had a feeling that this Joanna B. might be an AI Bot. No so, Joanna B. is a real live person and she called me. She was very nice and did a great job for OVH implementing a pathetic Customer Relations Management policy. Bottom line is, I’m stuck with a plan that I took out having been misled by an OVH email. OVH is a big organisation but the amount of resources expended on this ticket alone would suggest that some form of early intervention was the correct way to handle this. My VPS is small beans in the greater scheme but I would be concerned if my experience of the OVH customer care philosophy would apply should I wish to expand to enterprise level plans and how would they deal with me? You would really wonder at the cost benefit analysis of not meeting customer expectations and being awarded a 1 star. I see that 50% of the reviews are 1 star."
Zakaria Benmoumen,MA,"Sep 2, 2025",5,thank you Débora P.,"Débora was very professional and helpful. She quickly understood the situation and provided clear guidance, reopening the service immediately while waiting for the payment confirmation. Her support was efficient and reassuring."
ahmed mohamed,EG,"Sep 2, 2025",1,"Unprofessional handling: out‑of‑stock after KYC, slow responses, and no prompt refund confirmation","I purchased a VPS on Aug 30, 2025 (Order #6917874). After payment validation, I was asked to submit full identity documents the same day; my account was then approved. Listing a product as purchasable while out of stock after collecting personal documents is unprofessional and suggests weak stock synchronization—especially given that the funds were actually captured on my Visa. Immediately after approval, I was informed the VPS had actually sold out and was offered either to wait “up to two weeks” or take a refund. On my dashboard, the status showed “The product is being delivered,” yet support said it was out of stock. I followed up multiple times on Aug 31 during the posted support hours asking for a same‑day solution (deliver the VPS or provide an equivalent/higher plan at the same price). The lack of timely, actionable replies led me to conclude the support was not reliable for my needs, so I requested a refund and decided to move to a provider with better support. On Aug 31, 2025 at 2:58 PM EDT, support stated that my cancellation and refund request was submitted. However, as of Sep 2, 2025, I have not received any refund confirmation or transaction reference (e.g., ARN), which keeps my funds tied up and wastes more time. This feels misaligned with their own terms about processing refunds without undue delay back to the original payment method. Important note: As of writing this review, I am still waiting for any confirmation or response regarding the refund. Bottom line: A vendor‑side stock failure after KYC, slow/no timely responses to repeated follow‑ups, and delayed refund confirmation pushed me to ask for a refund and move on. I hope they improve stock synchronization, provide firm ETAs during incidents, and issue prompt, documented refund confirmations (with references like ARN) to restore trust. also i can upload file containing all this emails between me and them when required"
Estevao,BR,"Sep 1, 2025",5,Happy long-time customer of OVH,"Decided to write this review regarding a recent experience (ticket #CS11494577). We've been using various OVH solutions over the past decade. varying from Dedicated Servers of all tiers to VPS. Throughout this period, we experienced only two outages, one due to a network connector failure in the first case and a disk failure in the second. Additionally, their customer service has significantly improved over this time. Even their response times for the standard support are short. We've tried alternative services on a couple of occasions and discovered that we were already using a solid, time-proven provider for our mission-critical services. If you know what you`re doing, go for the self-managed dedicated servers. If you don`t, get them to manage it for you. Also recommend checking out their Eco range for applications with lower requirements."
İsmail Sağlam,RO,"Sep 1, 2025",4,"Loyal customer, satisfied with outcome after upgrade","I have been an OVH customer more than 10 years and have recommended their services to many others. Recently, I upgraded to a higher-level, more expensive server and no longer needed my previous one. However, its commitment was automatically renewed, which was frustrating. At first, I was told it could not be cancelled early, but after review, the Claims Department made an exception and allowed me to cancel the remaining commitment as a gesture of goodwill. I truly appreciate this solution, as it shows OVH values loyal customers who continue to grow with them. That said, I believe OVH’s policies around automatic renewals and commitments can still be improved, as they can create unnecessary stress. While my case ended positively, I’m not sure the same flexibility would be offered to someone leaving OVH completely. Overall, I’m satisfied with the resolution and thank the team for their professional handling of my request. My Ticket Number is: CS11495198"
Lee,GB,"Aug 31, 2025",5,"OVHCloud, Doing Everything Right","Super Impressed with the service of OVHCloud, everything working flawlessly, minutes to provision stuff, web interface modern and fully of documentation and features, will be migrating my other VPS servers to them in the future. no complaints from me :)"
Hendrik,ZA,"Aug 30, 2025",4,"Not perfect, but very reasonable and functional","CS11443362 and others. I've been using OVH for >10years in various capacity and clients, but I can say that even though they aren't the cheapest, they aren't perfect, it was that 80-90% fit that suits the budgets. They don't have bleeding edge, but what they provided for me JustWorked(TM) most of the times. And the times it didn't they've been able to resolve it is reasonable times. For reasons I needed to move my servers to South Africa, and that is the sorry part that I were moving to a OVH-ZA. I'll advocate and use OVH when and were ever it suits my clients uses cases!"
Michele Maran,IT,"Aug 29, 2025",5,Best price-performance ratio on the market,"I have been a dedicated server customer since 2018. Recently i add a new dedicated server, migrating from VMWARE free to PROXMOX. At the moment to close the old server, Joanna (ticket CS11485211) kindly saved me from having to pay for early termination of the contractual commitment. Dedicated servers require a certain amount of technical preparation to take full advantage of them, but once configured, I've never had a problem that support hasn't resolved very quickly. Highly recommended."
Jack,AU,"Aug 29, 2025",4,Had a complex service delivery issue…,"Had a complex service delivery issue (Ticket #CS11474925) that required escalation to the claims department. Initial support responses were generic and didn't address the documented evidence I provided from previous tickets. However, once escalated to Leticia in Claims, the issue was thoroughly reviewed and resolved appropriately. The claims process worked as it should, though it required persistence to get there. As a long-term customer since 2018, I appreciate that they ultimately honored their documented commitments and resolved the matter professionally"
wilyam,TH,"Updated Aug 31, 2025",5,good experience,"I asked to cancel server but bill was issued at same day and I asked refund - Joanna B. helped, and was very kind and told very politely and warmly all time. (ticket CS11402962)"
Arnaud Blanchet,ZA,"Aug 28, 2025",1,Poor support (CS11486736) and outdated webmail interface -,"I have used OVH email and web hosting services for years. I always received good support service when I needed it, except today. The webmail interface offered by OVH is outdated. Therefore I redirect my emails to a gmail account and I use the ""send as"" feature from gmail to send emails with the email address I created on OVH. The ""send as"" feature has suddenly stopped working and when configuring it again I get an error message that suggests that the issue comes from OVH server. The support team refuses to take a look at it and only offers as a solution to use the OVH webmail interface. It's disappointing to see that the only options are to use an outdated web interface or to not receive any support even when I submit the info regarding the error message received that seems to point to OVH servers."
Carlo M.,IT,"Aug 28, 2025",5,Ticket number CS11482746,"Ticket number CS11482746. I am really satisfied with the support I received from OVH and in particular from Joanna and Matias, whom I warmly greet and thank. I received very fast and precise feedback. OVH went the extra mile in fulfilling my request, which was admittedly a bit unorthodox, and decided to reward my loyalty as a customer by granting it. I thank the entire OVH Team and I highly recommend relying on their services, as their staff is extremely skilled and kind. Highly recommended A++ Great job guys, keep it up!"
Max,GB,"Updated Aug 28, 2025",1,Poor network quality and unsatisfactory support,"We use OVH and pay for premium support, but we periodically experience unstable server performance. All three of our servers simultaneously show high TTFB and packet loss. We have submitted multiple tickets, yet support does not always respond within the same day, even though they promise assistance within two hours for paid subscriptions. When we asked why, they claimed they don’t have enough staff. Despite our repeated requests to investigate the network issue, they make us perform tests, even though we are not system engineers. These tests are costly for us, and we do not want to hire an external administrator, as it is obvious the problem lies with OVH’s network. The proof is that the issue occurs simultaneously across all three servers at specific times. The agent Jonathan V., repeatedly closes the ticket without solving the problem, without even looking into the real issue, and without studying the evidence we provided. He has ignored all our screenshots several times and closed the chat while the problem remained unresolved. We are very disappointed with their service and support quality. Ticket number: CS11436095"
Adam Preece,GB,"Updated Aug 28, 2025",1,Worst company I have ever dealt with,"Worst company I have ever dealt with They try to trap you into their services by requesting documents that are not required on initial account opening . Then when you finally submit all the information they pass you on to other useless representatives who will request them again and again and you keep going around in circles! I have requested to terminate my account now, satisfied all requirement and for over 2 weeks they still are telling me they cannot close my account as they require information which I have already sent. Corrupt and shady customer services. I will never use or recomend OVH again , I have removed all my clients and partners are in the process of it too. Never again and avoid! UPDATE TO THE REPLIES FROM OVH!! I am fully aware of the active services , what you are failing to acknowledge is that the documents you requested , I had supplied you , and for over 2 weeks you were sending me support replies stating that you could not continue because you did not have the said documents , and you did! Your customer service representatives kept closing the case and were abrupt and kept repeating the same rubbish without acknowledging that I supplied the information. It even got to a point where you stated that I need to supply my username else you would not start the process which I sent you over 5 times!! You have misunderstood my requests time and time again. You actually still think I wanted you to close my account RIGHT NOW! When I just wanted confirmation that you will close my account and that no more payments would be taken out! You could not even give me that piece of mind. Your systems are full of bugs , even authentication is a pain as you have so many different sub domains on your automated emails that take you to the incorrect registered site. No matter how you try to spin this / justify your behaviour, you have lost customers that will never return. There is no excuse for the unorganised mess of customer service and my loss of time , even now wasting my time replying to you. But hopefully others will listen to this and avoid you! My account is finally set to be closed down and even though you still have not confirmed after 20 times being asked is this everything now , and no more further payments you still could not answer with out saying you needed to take primary support. In the end I have removed my payment method , contacted my bank and good riddance . I wish to hear no more from the like of OVH AVOID!"
Oscar Palomo,GT,"Aug 27, 2025",2,Good platform but misleading and no help,"Good platform but some information can be misleading, and you do not have a chance to see how it works unless you pay for that. If you realize this is not for you, thousands of providers offer a guarantee but not OVH they only reply that you have to read their terms and conditions. They do not care if you are an existing client or not."
MrSharc,UA,"Aug 26, 2025",5,web-hosting (shared hosting),"Let's start from the very beginning. I have been using the services of this company for a long time. The only company that really filters attacks at the network level (l3-l4) in europe and does not charge extra for it, although this protection has its own features and disadvantages and their prices are low. On August 16, I ordered web hosting (shared hosting) from this company for the first time. I was lured in by their advertising brochures. But it turned out that there is no protection at level 7 at all (not even basic options for limiting bursts, not to mention installing a captcha or calling a java script), and as a result, at one point the site simply stopped working. I was forced to write to support and request a refund, support is very slow, the billing panel is slow and unclear, a lot of unnecessary actions need to be done to write to support. But I want to note that technical support really confirmed my guesses about the complete lack of traffic filtering at level 7 and made a refund, as a result I received the entire amount back on 26 Aug 2025. Thanks OVH, I will take a VDS server from the new line and set up the filtering I need, although I will spend a couple of days on this. Ticket number for analysis: CS11447099"
Raul Salvat,GB,"Aug 25, 2025",5,Great support when I need it!”,
Xavier Fayolle,FR,"Aug 25, 2025",5,Everything was fixed within minutes…,"Everything was fixed within minutes while I was careless not confirming my email address on time, when I noticed that mistake I panic but the agent was efficient"
Hicham K,MA,"Aug 23, 2025",5,Support service was responsive and…,The support service was responsive and understanding. I am fully satisfied with the solution proposed by the OVH support team to my ticket CS11442680.
Ashley Gregory,GB,"Aug 23, 2025",1,Oh my lord,"Oh my lord, IF only i had read these reviews. How the hell is this company even still going? Paid £60 almost in total for a VPS with 16GB Memory, 80GB storage. memory was constantly running at full throttle without anything on it and was basically sent an how to fix (This should have been resolved by them, not me) actually got 40GB storage too. This company needs investigating big time..."
Billal Fauzan,ID,"Aug 22, 2025",1,Refund Cancelled Order,"Dear OVHCloud I placed an order for a VPS with order ID #19622578, and I made a payment of $26.00 USD. However, the order was cancelled for unknown reasons. The order was cancelled, but I did not receive a refund. I would like a refund of $26.00 USD to my account or a credit to my balance. I kindly request a refund Thank you"
Jack Bailey,GB,"Aug 21, 2025",5,Cheap and good support,They offer great servers for a fair price
Mateusz Jaguś,PL,"Aug 21, 2025",5,Great help from Debora!,Great help from Debora!
It Power Solutions,US,"Aug 20, 2025",5,Débora helped me to confirm the…,"Débora helped me to confirm the cancelation of one of my Servers at OVH Canada. The long term commitment reached its end for the last two years with the service, all smooth and no issues. I was worried that the internal configurations billed me again as the Status were still appearing automatic renewal. Everything was handled by Debora confirming the proper cancelation of commitment and the Server on the commitment end date. Thank you for your services."
John,FI,"Aug 20, 2025",1,Bad service,Cancelling subscription gives me errors. Resetting password does not work since it just wont send me the link into my email. Overall junk service I would not recommend.
Parienti,FR,"Aug 19, 2025",5,I was affraid how to solve a issue with…,"I was affraid how to solve a issue with deletion of our server and its commitment since I got a message error. Talking to OVH agent, the problem was solved in a couple of minutes. Thanks a lot, I'm very satisfied."
Dmitrii RVS,FR,"Aug 19, 2025",4,I am generally satisfied but too slow,"I am generally satisfied with OVHcloud; their services are reliable and meet my needs. However, the only downside is that it takes quite a long time to get responses from support. Once you do get through, the help is good, but the waiting period can be frustrating. Overall, a positive experience, but I hope they improve their support response times."
Cypher x,CO,"Updated Aug 21, 2025",4,Slow but good support,I had and issue and help me to solve it. I think can improve in time response and notify any issue to the customer.
lindel lamsen,PH,"Aug 18, 2025",4,Hello OVH Team—,"Hello OVH Team— I’m a longtime user and I’ve noticed that many companies now accept cryptocurrency for faster, more flexible payments. It would be fantastic if OVH could consider adding crypto as a payment option in the future. Are there any plans or discussions underway to enable this?"
id k,GB,"Aug 18, 2025",5,Answered my questions clearly and…,Answered my questions clearly and concisely
postiv2,CZ,"Aug 18, 2025",4,"Good service, confusing website","The dashboard interface is a bit convoluted and takes a bit of time getting used to, it displays some information in English and some in French, and some links and search results return 404s, so finding anything can be quite the ordeal at times. Downtimes are few and far between. Overall, I've been content with OVH."
Mohammad Adil,BD,"Aug 17, 2025",1,They Canceled My Order but Refused to Refund,"They Take Your Money, Then Ghost You. Be warned. My experience with OVHcloud was a masterclass in frustration. They will take your payment, cancel your order for a vague reason, and then make it impossible to get your money back. Here’s their playbook: 1. You place an order and pay. 2. They cancel it, citing unclear inaccurate personal details. 3. You follow their instructions to fix it and reply to their email. They ignore you. 4. You open a support ticket. They ignore that too. 5. Finally, they block you from their support system entirely so you can't even check your ticket status. It's simple logic: if you cancel an order, you refund the money or give clear instructions on how to place a new one. OVHcloud does neither. They just play hide and seek to keep your money. This isn't just bad service; it feels like a deliberate attempt to rob you. They just wait for you to give up so that they can enjoy the money. It's an absolute waste of time, and nobody deserves this kind of nonsense from a company that acts like a thief. Stay away."
Zsolt G,GB,"Aug 15, 2025",5,Excellent support from Elisabeth,"Excellent support from Elisabeth! I had trouble renewing my domain for more than a year, and she quickly provided clear guidance to resolve the issue. Very professional, friendly, and efficient service."
Ale,FI,"Updated Aug 20, 2025",2,good service with bad abuse handling,"I have used OVH for a vps before for around 6 months and there were no complaints. What I do have a problem with however is their abuse procedures and processes, if it wasn't for this then I'd rate them 4 or 5 stars. Firstly, 99% of the email spam and brute force attacks I get comes from OVH since they dont block port 25. Secondly and the most annoying part, they also have no actual humans reviewing abuse cases, instead they just forward all abuse complaints onto their customers and rely on them to handle it. I have not received 1 response from an actual human regarding abuse cases. Do you think someone intentionally operating a mass email spamming operation or phishing page would willfully shutdown their operation when OVH forwards an abuse complaint over? No, they wont. Here are the ticket ids ZSGJDTGHPV QJLZLPPSKL PLPLCBRWML WVMFLDPTTN KMMNVNPKBM NPKMSZBRBS"
JD Gaffling,AU,"Aug 15, 2025",1,Horrible company,"Horrible company, I signed up for VPS and couldnt login, so tried to cancel and its not possible, they lock you in and then spend days/weeks giving you the run around. AVOID."
SYLVIA,FR,"Aug 14, 2025",4,BONNE PRISE EN CHARGE MAIS UN PEU LONG…,BONNE PRISE EN CHARGE MAIS UN PEU LONG SUR SA RESOLUTION FINALE EN REVANCHE SOLUTION DE PLAN PROPOSE OK
Arnaud B.C.,FR,"Aug 13, 2025",4,OVH is an easy platform,"OVH is an easy platform, but you need to know more what you do. E.g. when I auto renewed my DNS but not my domain name, I would expect to be warned before it shuted down. But customer service / chat is very efficient and OVH never let me in a bad situation, every time I asked them support."
Alec Thomas,GB,"Aug 13, 2025",1,I paid $441 to receive a dedicated…,"I paid $441 to receive a dedicated server and after many hours of trying to contact customer support in order to access this service, I received no updates. It is important to note that I have used multiple VPS companies before and it is typical to receive a reply or at the very least further information within a few minutes. I am paying a premium price for a premium service with no updates. I have cancelled/blocked my payment with my bank and will be utilising another service. Very disappointing."
CC,GB,"Aug 12, 2025",5,Very prompt response to my problem,"Very prompt response to my problem with email. Received very easy to follow instructions which resolved the problem quickly, with great communication."
Lucas Nguyen,VN,"Aug 12, 2025",3,"Powerful specs at a low price, with some trade-offs","From my perspective, OVHcloud VPS is a good option for experienced users looking for a cost-effective solution. The biggest strength I've found is its incredibly competitive pricing, which is often much cheaper than other major providers, all while still offering solid specifications and unlimited bandwidth. However, there are some drawbacks I've had to consider. Customer support is quite slow, and it's largely self-service through documentation, which can be difficult for new users. I also find the network speed to be a bit of a limitation, as it's capped at 100Mbps—significantly slower than the 1Gbps offered by many competitors. Lastly, the complex and time-consuming registration and account verification process made my initial experience less than pleasant."
Leandro Oliveira,BR,"Aug 11, 2025",5,Excelent support,Excelent support
Michael,SG,"Aug 11, 2025",5,Fast and helpful answer to a ticket CS11426704,
Rian V,ZA,"Aug 10, 2025",5,Great service and customer support,"Joined OVHCloud last month after hearing from them online. I took both a VPS and Dedicated Server package from the company. Allocation and setup was extremely fast and very easy using their guidance guides. I decided to renew both servers earlier and made use of their online chat facility. Customer support was instant and the operators were friendly, efficient and fast. Renewals took less than 2 minutes. This has been a great experience for our company!"
Noor Fatima,US,"Aug 9, 2025",1,Bought a UNBUNTU server,"Bought a UNBUNTU server, its been down for 3 days, and zero support"
Rida,MA,"Aug 8, 2025",5,Debora is just an amazing person,
Solon,GR,"Aug 8, 2025",5,Fair and Professional Support,"I had an issue with a hosting plan due to cron job limitations that didn’t meet my needs. While a refund wasn’t possible under my company account, the support team offered a fair alternative by transferring my unused paid time to a new VPS. The process was clear, accurate, and handled professionally, with regular updates until the transfer was completed. A frustrating situation was resolved fairly and efficiently."
CHris,PL,"Aug 8, 2025",5,Stable and supportive,"Stable, affordable and fluent hosting, and most importantly – the staff are extremely helpful! They never ignore even unusual or non-standard requests"
Pierre,FR,"Aug 5, 2025",5,Effective support and loyalty rewarded,"Effective support and loyalty rewarded. The treatment was not immediate, but there was no urgency. The response was very satisfactory. (ticket CS11305001)"
Tom Bannister,CA,"Aug 5, 2025",5,Positive experience onboarding with OVHcloud,"I've had a positive experience onboarding with OVHcloud. Initially, I committed to a VPS with the wrong hardware stack for me. OVH worked with me and resolved the situation to my satisfaction. I'm looking forward to a long-term positive relationship with OVH, and we're off to a great start. Thanks OVH"
Philip Evans,GB,"Aug 5, 2025",5,I have been using OVH for many years…,I have been using OVH for many years and until now have had no reason to contact support. I created a ticket CS11395229 I was very pleased with the response time and the resolve was well explained and it enabled me to get things back on track quickly and easily.
Jimmy Ruska,US,"Aug 4, 2025",1,"OVH fraudulent marketing, overcharging customers, gaslighting them.","I signed up to a server with the promotion of ""lifetime fixed price"", meaning the price wouldn't increase with inflation. After a few years OVH forgot the promotion and started increasing the prices. Support is gaslighting me that it never existed."
Andy,ID,"Aug 4, 2025",1,They steal my money twice!,"I tried to buy one of their cloud service as they had a promo and I wanted to switch my current server to the Singapore location, but twice it failed due to unknown security reasons. After the first time when I contacted customer service, they encouraged me to try one more time, no success either. However, they charged me twice $15 from my card. When I asked customer support for a refund, the answer was that it would take 60 days. Today it is over a year, and you stole my money, no refund!"
sistem takip,FR,"Aug 4, 2025",5,CS11383904,super service thanks
Pierre Lessard,CA,"Aug 4, 2025",5,Been with them for a long time,Been with them for a long time. Had to cancel a VPS before end of the term and they’ve not charged me. Thanks.
Chris G. N.,CA,"Aug 3, 2025",5,Debora did a great job,Debora did a great job. My request was handled swiftly and efficiently.
segre g.,DE,"Aug 3, 2025",1,No response and no refund after paying for an OVHcloud VPS,"I paid for an OVHcloud VPS, but the service was never activated. I emailed support multiple times and received no reply. To date, no refund has been issued. Key facts: • Paid for VPS — service not delivered. • Emails sent to support — no response. • Refund still outstanding. Based on this experience, I cannot recommend OVHcloud until basic support and refund processes are fixed."
Wahid,AE,"Updated Aug 5, 2025",1,Abuse Team Issue,"Abuse Team Issue - Got a notification of 1 site infected with malware - We responded that the site has been removed and opened a ticket as we cant find the one they say there is in our own account: QQCMJQFMVM - Abuse Team decide to suspend the server at 5pm UK time - Been over 12 hours and no response - Talking to their live chat team - they cannot confirm whether the abuse team works on the weekend / says they do not have access to the abuse team and we need to respond to a ticket which is not in our account somehow So moral of the story, active clients need to wait 48 hours (potentially) to resolve an issue with 1 website which we have taken action on to make the server compliant and the abuse team at ovh are happy to leave for the weekend. Remember ovh - we were patient with you when your shipping containers were on fire back in the day and this process you have is bad with the abuse team. Update to OVH Response: Key points to understand are: 1. We had been responding to email about the abuse and missed JUST 1 2. The ticket number you sent and I sent in my initial complaint is NOT in our account - check the live chat I did on Friday - the live chat colleague admitted it is NOT showing in the account 3. The Abuse Team switched off the server on a Friday evening and are not working over the weekend for us to respond and deal with the issue during the weekend which means a BUNCH of legit customers have been down You guys just need to admit to a bad process and fix the process of not switching off servers on a Friday whereby there is NO ONE at OVH is there to help and work with to resolve the issue over the weekend. You will see in our account we have been a long standing client of OVH and having the abuse team separated from your support team and clients do deal with matters is what results you getting a 1 star review."
Carolina,FR,"Aug 1, 2025",1,Customer service just not answering at…,Customer service just not answering at all and platforms hard to manage with a lot of bugs...
Always Fair,GB,"Updated Aug 5, 2025",1,Not recommended(without an anger),"First of all, the admin panel is poorly designed. I disabled auto-renewal weeks in advance, yet the system still charged me at the beginning of the month. Despite this, they refused to issue a refund. I’m not a novice, I’m an experienced user, and it’s clear their renewal settings are faulty. The domain wasn’t even pointing to their servers, so why would I keep it on auto-renewal? Even if we assume I somehow forgot to disable it (which I certainly did not), I contacted their support on the renewal date, and the service remained unused. That alone should justify a refund, and yet, they refused. Secondly, the VPS performance was disappointing. Despite having 8GB of RAM and a 4-core CPU, it was significantly slower than a basic shared hosting package. It was hosting a single PrestaShop site with very low daily traffic, so this is unacceptable. Lastly, the VPS came with a shared IP address that was already blacklisted on multiple platforms. This caused major issues with email deliverability, particularly with order notifications not reaching customers. REPLY: It has nothing to do with me. Your admin interface is not responsive enough. There may be a script interacting with the background database — I am not an expert to say exactly which — but whatever it is, it does not function properly. The cancellation request does not take effect and gives the customer the false impression that the command has been successfully processed. In this day and age, with a provider of your scale, no one would expect such a basic and frustrating error to occur. I never went back to double-check, only to discover later that it had not been cancelled when I was charged. On the very same day, I doubted myself and tried switching the renewal to manual. Right at that moment, one of the services — either the VPS or the cPanel — reverted back to automatic renewal again. That is when I caught the issue. One day, you will realise this mistake (if you have not already) and will regret blaming an experienced client. This is not about the money, of course. I could buy the entire OVH."
